Event.Id,Event.Date,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Make,Engine.Type,Broad.phase.of.flight,Aircraft.Category,Injury.Severity,Purpose.of.flight,Accident_Count
20201222102448,2020-12-21,VMC,0.0,0.0,0.0,Navion,Unknown,Unknown,Airplane,Non-Fatal,Flight Test,1
20201228102460,2020-12-21,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20201229102473,2020-12-22,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20201230102478,2020-12-22,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20201228102461,2020-12-24,VMC,0.0,0.0,1.0,Walton Daniel J,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20201226102455,2020-12-26,VMC,0.0,1.0,0.0,Aerostar International Inc,Unknown,Unknown,Balloon,Non-Fatal,Aerial Observation,1
20201227102457,2020-12-26,VMC,0.0,0.0,1.0,Quad City Aircraft Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20201228102463,2020-12-26,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20201228102458,2020-12-27,VMC,0.0,2.0,0.0,Piper,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20201228102459,2020-12-27,VMC,0.0,0.0,1.0,Glasflugel,Unknown,Unknown,Glider,Non-Fatal,Personal,1
20201229102466,2020-12-27,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20201228102464,2020-12-28,VMC,0.0,3.0,0.0,Beech,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210104102481,2020-12-28,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20201229102474,2020-12-29,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20201230102476,2020-12-29,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20201230102477,2020-12-29,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20201229102472,2020-12-29,VMC,1.0,0.0,0.0,Hughes,Unknown,Unknown,Helicopter,Fatal,External Load,1
20210105102494,2020-12-30,VMC,0.0,0.0,0.0,Taylorcraft,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210105102495,2020-12-30,VMC,0.0,0.0,0.0,Mooney International Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210602103192,2020-12-30,VMC,0.0,0.0,0.0,Piper Aircraft Inc,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210105102493,2020-12-31,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210104102484,2021-01-01,VMC,0.0,1.0,0.0,Bell,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20210104102492,2021-01-01,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210102102480,2021-01-02,IMC,3.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Fatal,Personal,1
20210104102485,2021-01-02,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210104102483,2021-01-03,VMC,0.0,0.0,0.0,Extra Flugzeugbau Gmbh,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210112102515,2021-01-03,VMC,0.0,0.0,0.0,Diamond Aircraft Ind Inc,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210104102486,2021-01-04,VMC,2.0,0.0,0.0,Hawker Beechcraft Corp,Unknown,Unknown,Airplane,Fatal,Personal,1
20210112102519,2021-01-04,VMC,0.0,0.0,0.0,Murphy,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210106102502,2021-01-06,VMC,0.0,0.0,1.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210111102513,2021-01-08,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210110102508,2021-01-09,VMC,1.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Fatal,Personal,1
20210111102510,2021-01-09,VMC,0.0,0.0,0.0,Robinson Helicopter,Unknown,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20210111102514,2021-01-09,VMC,0.0,0.0,0.0,Hughes,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Positioning,1
20210112102517,2021-01-09,VMC,0.0,0.0,0.0,Air Tractor Inc,Unknown,Unknown,Airplane,Non-Fatal,Aerial Application,1
20210110102509,2021-01-10,VMC,0.0,0.0,1.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210115102525,2021-01-11,VMC,1.0,0.0,0.0,Kolb,Unknown,Unknown,Airplane,Fatal,Personal,1
20210113102521,2021-01-12,IMC,0.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210208102612,2021-01-12,VMC,0.0,0.0,0.0,Hiller,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20210414102909,2021-01-12,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210113102522,2021-01-13,IMC,1.0,0.0,0.0,Beech,Unknown,Unknown,Airplane,Fatal,Personal,1
20210113102524,2021-01-13,VMC,0.0,0.0,0.0,Hughes,Unknown,Unknown,Helicopter,Non-Fatal,Instructional,1
20210119102532,2021-01-13,VMC,0.0,0.0,0.0,Extra Flugzeugbau Gmbh,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210126102561,2021-01-14,VMC,0.0,0.0,1.0,Beech,Turbo Prop,Unknown,Airplane,Non-Fatal,Unknown,1
20210204102595,2021-01-14,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210115102526,2021-01-15,VMC,0.0,0.0,0.0,Tl Ultralight Sro,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210121102542,2021-01-16,VMC,0.0,1.0,0.0,Creek Michel W,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210117102528,2021-01-17,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210118102529,2021-01-17,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210119102531,2021-01-19,VMC,0.0,0.0,0.0,American,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210119102534,2021-01-19,VMC,1.0,0.0,0.0,Air Tractor Inc,Unknown,Unknown,Airplane,Fatal,Unknown,1
20210329102825,2021-01-19,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210121102543,2021-01-21,VMC,0.0,0.0,1.0,Plante,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210125102553,2021-01-21,VMC,0.0,2.0,0.0,Randy Wayne Maloney,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210125102546,2021-01-22,VMC,0.0,0.0,0.0,Mcdonnell Douglas Helicopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Personal,1
20210204102596,2021-01-22,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210126102558,2021-01-22,VMC,0.0,0.0,0.0,Mcdonnell Douglas Helicopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,External Load,1
20210125102557,2021-01-23,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210126102560,2021-01-23,VMC,0.0,1.0,0.0,Aviat,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210415102921,2021-01-23,VMC,1.0,0.0,0.0,Arbc Inc Dba Lindstrand,Unknown,Unknown,Balloon,Fatal,Personal,1
20210126102559,2021-01-24,VMC,0.0,0.0,0.0,Heckel,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210125102547,2021-01-25,VMC,1.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Fatal,Personal,1
20210125102555,2021-01-25,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210128102567,2021-01-26,VMC,0.0,0.0,1.0,Zenair Zodiac,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210128102569,2021-01-26,VMC,0.0,0.0,0.0,Robinson,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20210129102572,2021-01-27,VMC,1.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Fatal,Personal,1
20210128102571,2021-01-28,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210201102579,2021-01-28,VMC,0.0,0.0,0.0,Beech,Turbo Prop,Unknown,Airplane,Non-Fatal,Instructional,1
20210129102574,2021-01-29,VMC,0.0,1.0,1.0,Rivers Lindsey Lee,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210130102575,2021-01-29,UNK,0.0,0.0,0.0,Boeing,Turbo Fan,Unknown,Airplane,Unknown,Unknown,1
20210201102582,2021-01-29,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210130102576,2021-01-30,VMC,0.0,0.0,0.0,Robinson Helicopter Co,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Personal,1
20210201102580,2021-01-31,VMC,0.0,0.0,3.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210201102581,2021-01-31,VMC,0.0,2.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210203102590,2021-02-02,VMC,2.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Fatal,Instructional,1
20210203102592,2021-02-02,VMC,0.0,3.0,0.0,Piper,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210204102598,2021-02-03,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210204102603,2021-02-04,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Banner Tow,1
20210205102605,2021-02-04,VMC,2.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Fatal,Business,1
20210208102611,2021-02-04,VMC,0.0,0.0,0.0,Bell,Unknown,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20210205102607,2021-02-05,VMC,0.0,0.0,0.0,Jabiru,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210205102608,2021-02-05,VMC,0.0,1.0,1.0,Hughes,Unknown,Unknown,Helicopter,Non-Fatal,Public Aircraft - Federal,1
20210216102635,2021-02-05,VMC,0.0,0.0,0.0,Columbia Aircraft Mfg,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210208102609,2021-02-07,IMC,2.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Fatal,Personal,1
20210208102610,2021-02-07,VMC,0.0,1.0,0.0,Taylorcraft,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210211102623,2021-02-07,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210224102669,2021-02-07,VMC,0.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210209102614,2021-02-08,VMC,0.0,2.0,0.0,Abbett Gerry,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210209102616,2021-02-08,IMC,2.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Fatal,Personal,1
20210210102620,2021-02-08,VMC,0.0,0.0,1.0,Airbus,Unknown,Unknown,Airplane,Non-Fatal,Unknown,1
20210210102621,2021-02-08,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210211102626,2021-02-08,VMC,0.0,0.0,0.0,Md Helicopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Instructional,1
20210218102642,2021-02-08,VMC,0.0,0.0,0.0,Maule,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210209102615,2021-02-09,VMC,0.0,1.0,0.0,Vans,Unknown,Unknown,Airplane,Non-Fatal,Flight Test,1
20210223102661,2021-02-09,VMC,0.0,0.0,0.0,Aero Commander,Unknown,Unknown,Airplane,Non-Fatal,Aerial Application,1
20210217102640,2021-02-10,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210215102632,2021-02-12,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210214102629,2021-02-13,VMC,0.0,0.0,0.0,Dassault,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210215102633,2021-02-13,VMC,0.0,0.0,0.0,Agustawestland Philadelphia Co,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Unknown,1
20210216102639,2021-02-13,VMC,0.0,2.0,0.0,Maule,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210215102630,2021-02-14,VMC,1.0,0.0,0.0,Piper Aircraft Inc,Unknown,Unknown,Airplane,Fatal,Personal,1
20210216102634,2021-02-15,VMC,4.0,0.0,0.0,Bell,Unknown,Unknown,Helicopter,Fatal,Aerial Observation,1
20210216102636,2021-02-16,VMC,2.0,0.0,0.0,Velocity,Unknown,Unknown,Airplane,Fatal,Ferry,1
20210219102645,2021-02-16,VMC,0.0,0.0,0.0,Cubcrafter,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210218102641,2021-02-17,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210219102650,2021-02-18,VMC,0.0,0.0,0.0,Beech,Unknown,Unknown,Airplane,Non-Fatal,Business,1
20210219102651,2021-02-19,VMC,1.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Fatal,Personal,1
20210317102778,2021-02-19,VMC,0.0,0.0,0.0,Aviat Aircraft Inc,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210221102653,2021-02-20,VMC,2.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Fatal,Personal,1
20210304102708,2021-02-20,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210223102662,2021-02-21,VMC,0.0,0.0,0.0,Diamond Aircraft Ind Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210222102658,2021-02-22,IMC,0.0,1.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Executive/Corporate,1
20210223102659,2021-02-22,VMC,1.0,0.0,0.0,Babenco Henry D.,Unknown,Unknown,Airplane,Fatal,Personal,1
20210223102663,2021-02-22,VMC,0.0,3.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Public Aircraft - Local,1
20210224102672,2021-02-22,VMC,0.0,0.0,0.0,Piper Aircraft Inc,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210226102680,2021-02-22,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210224102667,2021-02-24,VMC,0.0,1.0,1.0,Turcotte Jr Robert L,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210224102670,2021-02-24,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210225102676,2021-02-24,VMC,0.0,2.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210226102677,2021-02-24,VMC,0.0,0.0,0.0,American,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210228102682,2021-02-24,VMC,1.0,0.0,0.0,Steinman Mark E,Unknown,Unknown,Airplane,Fatal,Personal,1
20210225102675,2021-02-25,VMC,0.0,0.0,2.0,Dassault Aviation,Unknown,Unknown,Airplane,Non-Fatal,Public Aircraft,1
20210304102713,2021-02-25,VMC,0.0,0.0,1.0,Quicksilver,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210309102733,2021-02-25,VMC,0.0,0.0,0.0,Eurocopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Unknown,1
20210227102681,2021-02-26,IMC,3.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Fatal,Personal,1
20210301102685,2021-02-26,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210302102690,2021-02-26,VMC,0.0,0.0,0.0,Hughes,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Aerial Observation,1
20210302102696,2021-02-26,VMC,0.0,1.0,1.0,Diamond Aircraft Ind Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210311102747,2021-02-26,VMC,0.0,0.0,0.0,Robinson Helicopter,Unknown,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20210316102765,2021-02-26,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210303102700,2021-02-27,VMC,0.0,0.0,0.0,George Matthew Wagoner,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210303102701,2021-02-27,VMC,0.0,0.0,0.0,Piggott John H,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210305102715,2021-02-27,VMC,0.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210311102746,2021-02-27,VMC,0.0,1.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Positioning,1
20210228102683,2021-02-28,VMC,1.0,0.0,1.0,Luscombe,Unknown,Unknown,Airplane,Fatal,Personal,1
20210301102684,2021-02-28,VMC,0.0,0.0,1.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210408102898,2021-02-28,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210302102697,2021-03-01,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20210311102742,2021-03-01,VMC,0.0,0.0,0.0,Bell,Unknown,Unknown,Helicopter,Non-Fatal,Unknown,1
20210304102710,2021-03-02,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210303102702,2021-03-03,UNK,1.0,0.0,0.0,Robinson Helicopter Co,Unknown,Unknown,Helicopter,Fatal,Personal,1
20210303102703,2021-03-03,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210305102716,2021-03-03,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210304102704,2021-03-04,VMC,0.0,1.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210304102711,2021-03-04,VMC,1.0,0.0,0.0,Beech,Unknown,Unknown,Airplane,Fatal,Personal,1
20210309102737,2021-03-04,VMC,0.0,0.0,0.0,Taylorcraft,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210317102777,2021-03-04,VMC,0.0,0.0,0.0,Vashon Aircraft,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210305102717,2021-03-05,VMC,0.0,0.0,0.0,Air Tractor Inc,Turbo Prop,Unknown,Airplane,Non-Fatal,Unknown,1
20210306102718,2021-03-05,VMC,0.0,1.0,1.0,Aermacchi,Unknown,Unknown,Airplane,Non-Fatal,Instructional,1
20210312102752,2021-03-05,VMC,0.0,1.0,0.0,Post,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210306102721,2021-03-06,VMC,0.0,0.0,0.0,Aeropro Cz S R O,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210307102722,2021-03-06,VMC,1.0,0.0,0.0,Aviat,Unknown,Unknown,Airplane,Fatal,Personal,1
20210307102723,2021-03-06,VMC,1.0,0.0,1.0,Beech,Unknown,Unknown,Airplane,Fatal,Personal,1
20210308102729,2021-03-06,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210309102731,2021-03-07,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210309102734,2021-03-07,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210312102749,2021-03-07,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210309102732,2021-03-08,VMC,0.0,0.0,0.0,Phillip B Rolls,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210311102743,2021-03-09,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210311102745,2021-03-09,VMC,0.0,0.0,0.0,Robinson Helicopter Co,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Personal,1
20210312102750,2021-03-09,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210401102856,2021-03-10,VMC,0.0,1.0,0.0,Beech,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210312102753,2021-03-11,VMC,0.0,0.0,0.0,Aviat Aircraft Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210315102755,2021-03-11,VMC,0.0,0.0,1.0,Cubcrafters Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210311102748,2021-03-12,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210316102761,2021-03-12,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210314102754,2021-03-13,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210315102756,2021-03-13,VMC,0.0,1.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Aerial Application,1
20210316102760,2021-03-13,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210316102764,2021-03-13,VMC,0.0,0.0,0.0,Cessna,Turbo Prop,Unknown,Airplane,Non-Fatal,Business,1
20210324102802,2021-03-14,VMC,0.0,0.0,0.0,Piper Aircraft Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210315102757,2021-03-15,VMC,2.0,0.0,0.0,Beech,Unknown,Unknown,Airplane,Fatal,Personal,1
20210315102758,2021-03-15,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210316102766,2021-03-15,VMC,0.0,1.0,0.0,Socata,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210316102768,2021-03-15,VMC,0.0,0.0,1.0,Boeing,Unknown,Unknown,Airplane,Non-Fatal,Unknown,1
20210323102798,2021-03-15,VMC,0.0,0.0,0.0,Air Tractor Inc,Unknown,Unknown,Airplane,Non-Fatal,Aerial Application,1
20210316102763,2021-03-16,VMC,0.0,2.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Personal,1
20210316102767,2021-03-16,VMC,0.0,0.0,1.0,Schempp-Hirth K G,Unknown,Unknown,Glider,Non-Fatal,Personal,1
20210318102779,2021-03-16,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210407102887,2021-03-16,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210318102781,2021-03-17,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210318102784,2021-03-17,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210318102785,2021-03-17,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Public Aircraft,1
20210318102787,2021-03-17,VMC,0.0,0.0,0.0,Burg Frederick S,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210319102789,2021-03-18,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210321102790,2021-03-18,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210325102803,2021-03-18,VMC,0.0,0.0,0.0,Davis Dan B,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210506103043,2021-03-18,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210323102797,2021-03-20,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210325102804,2021-03-20,VMC,0.0,0.0,0.0,Cameron Balloons,Unknown,Unknown,Balloon,Non-Fatal,Personal,1
20210325102805,2021-03-20,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20210322102792,2021-03-21,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210401102853,2021-03-22,VMC,0.0,0.0,0.0,Piper,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210520103114,2021-03-22,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210326102807,2021-03-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210506103041,2021-03-24,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210326102806,2021-03-25,VMC,0.0,0.0,0.0,Hughes,Turbo Shaft,Unknown,Helicopter,Non-Fatal,External Load,1
20210327102809,2021-03-26,VMC,0.0,0.0,1.0,Bellanca,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210327102810,2021-03-26,VMC,0.0,0.0,2.0,Beech,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210329102833,2021-03-26,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210401102855,2021-03-26,VMC,0.0,2.0,2.0,Robinson Helicopter Company,Unknown,Unknown,Helicopter,Non-Fatal,Aerial Observation,1
20210408102893,2021-03-26,VMC,0.0,0.0,0.0,Diamond Aircraft Ind Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20210328102811,2021-03-27,VMC,0.0,1.0,0.0,Piper,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20210329102827,2021-03-27,VMC,0.0,1.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Personal,1
20210329102828,2021-03-27,VMC,0.0,0.0,0.0,Aviat Aircraft Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210329102829,2021-03-27,VMC,0.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210401102851,2021-03-27,VMC,0.0,0.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210415102914,2021-03-27,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210421102956,2021-03-27,VMC,0.0,0.0,0.0,American Legend Aircraft Co,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20210328102813,2021-03-28,VMC,5.0,0.0,1.0,Airbus Helicopters,Unknown,Unknown,Helicopter,Fatal,Other Work Use,1
